year,quarter,region,sector,total_funding_millions,deal_count,avg_round_size_millions,momentum_score,top_startup_example,stage_dominance
2022,4,China,EVs_Automotive,2400,118,20,94,NIO,Late-Stage
2023,1,China,EVs_Automotive,2600,120,22,95,NIO,Late-Stage
2023,2,China,EVs_Automotive,2800,122,23,96,NIO,Late-Stage
2023,3,China,EVs_Automotive,2700,121,22,95,NIO,Late-Stage
2023,4,China,EVs_Automotive,3000,125,24,97,NIO,Late-Stage
2024,1,China,EVs_Automotive,3200,128,25,98,NIO,Late-Stage
2024,2,China,EVs_Automotive,3400,130,26,98,NIO,Late-Stage
2024,3,China,EVs_Automotive,3300,129,26,98,NIO,Late-Stage
2024,4,China,EVs_Automotive,3600,132,27,99,NIO,Late-Stage
2025,1,China,EVs_Automotive,3800,135,28,99,NIO,Late-Stage
2025,2,China,EVs_Automotive,4000,138,29,99,NIO,Late-Stage
2025,3,China,EVs_Automotive,3900,136,29,99,NIO,Late-Stage
2025,4,China,EVs_Automotive,4200,140,30,100,NIO,Late-Stage
2026,1,China,EVs_Automotive,4400,142,31,100,NIO,Late-Stage
2026,2,China,EVs_Automotive,4600,145,32,100,NIO,Late-Stage
2026,3,China,EVs_Automotive,4500,143,31,100,NIO,Late-Stage
2026,4,China,EVs_Automotive,4800,148,32,100,NIO,Late-Stage
2027,1,China,EVs_Automotive,5000,150,33,100,NIO,Late-Stage
2027,2,China,EVs_Automotive,5200,152,34,100,NIO,Late-Stage
2027,3,China,EVs_Automotive,5100,151,34,100,NIO,Late-Stage
2027,4,China,EVs_Automotive,5400,155,35,100,NIO,Late-Stage
2010,1,India,EVs_Automotive,2,1,2,1,Ola_Electric,Early-Stage
2010,2,India,EVs_Automotive,3,1,3,1,Ola_Electric,Early-Stage
2010,3,India,EVs_Automotive,1,1,1,1,Ola_Electric,Early-Stage
2010,4,India,EVs_Automotive,4,1,4,2,Ola_Electric,Early-Stage
2011,1,India,EVs_Automotive,5,1,5,2,Ola_Electric,Early-Stage
2011,2,India,EVs_Automotive,6,1,6,3,Ola_Electric,Early-Stage
2011,3,India,EVs_Automotive,4,1,4,2,Ola_Electric,Early-Stage
2011,4,India,EVs_Automotive,8,2,4,4,Ola_Electric,Early-Stage
2012,1,India,EVs_Automotive,10,2,5,5,Ola_Electric,Early-Stage
2012,2,India,EVs_Automotive,12,2,6,6,Ola_Electric,Early-Stage
2012,3,India,EVs_Automotive,10,2,5,5,Ola_Electric,Early-Stage
2012,4,India,EVs_Automotive,15,3,5,8,Ola_Electric,Early-Stage
2013,1,India,EVs_Automotive,18,3,6,10,Ola_Electric,Early-Stage
2013,2,India,EVs_Automotive,22,4,6,12,Ola_Electric,Early-Stage
2013,3,India,EVs_Automotive,20,3,7,11,Ola_Electric,Early-Stage
2013,4,India,EVs_Automotive,25,4,6,14,Ola_Electric,Early-Stage
2014,1,India,EVs_Automotive,30,5,6,16,Ola_Electric,Early-Stage
2014,2,India,EVs_Automotive,35,6,6,18,Ola_Electric,Early-Stage
2014,3,India,EVs_Automotive,32,5,6,17,Ola_Electric,Early-Stage
2014,4,India,EVs_Automotive,40,7,6,20,Ola_Electric,Early-Stage
2015,1,India,EVs_Automotive,45,8,6,22,Ola_Electric,Early-Stage
2015,2,India,EVs_Automotive,50,9,6,25,Ola_Electric,Early-Stage
2015,3,India,EVs_Automotive,48,8,6,23,Ola_Electric,Early-Stage
2015,4,India,EVs_Automotive,55,10,6,28,Ola_Electric,Early-Stage
2016,1,India,EVs_Automotive,65,12,5,30,Ola_Electric,Early-Stage
2016,2,India,EVs_Automotive,75,14,5,32,Ola_Electric,Early-Stage
2016,3,India,EVs_Automotive,70,13,5,31,Ola_Electric,Early-Stage
2016,4,India,EVs_Automotive,85,16,5,35,Ola_Electric,Growth
2017,1,India,EVs_Automotive,100,18,6,38,Ola_Electric,Growth
2017,2,India,EVs_Automotive,120,20,6,42,Ola_Electric,Growth
2017,3,India,EVs_Automotive,110,19,6,40,Ola_Electric,Growth
2017,4,India,EVs_Automotive,140,22,6,45,Ola_Electric,Growth
2018,1,India,EVs_Automotive,160,25,6,48,Ola_Electric,Growth
2018,2,India,EVs_Automotive,180,28,6,50,Ola_Electric,Growth
2018,3,India,EVs_Automotive,170,26,7,49,Ola_Electric,Growth
2018,4,India,EVs_Automotive,200,30,7,52,Ola_Electric,Growth
2019,1,India,EVs_Automotive,220,32,7,55,Ola_Electric,Growth
2019,2,India,EVs_Automotive,240,35,7,58,Ola_Electric,Growth
2019,3,India,EVs_Automotive,230,33,7,56,Ola_Electric,Growth
2019,4,India,EVs_Automotive,260,38,7,60,Ola_Electric,Growth
2020,1,India,EVs_Automotive,280,40,7,62,Ola_Electric,Growth
2020,2,India,EVs_Automotive,300,42,7,65,Ola_Electric,Growth
2020,3,India,EVs_Automotive,290,41,7,63,Ola_Electric,Growth
2020,4,India,EVs_Automotive,320,45,7,68,Ola_Electric,Growth
2021,1,India,EVs_Automotive,350,48,7,70,Ola_Electric,Growth
2021,2,India,EVs_Automotive,400,52,8,72,Ola_Electric,Growth
2021,3,India,EVs_Automotive,380,50,8,71,Ola_Electric,Growth
2021,4,India,EVs_Automotive,450,55,8,75,Ola_Electric,Late-Stage
2022,1,India,EVs_Automotive,500,58,9,78,Ola_Electric,Late-Stage
2022,2,India,EVs_Automotive,550,62,9,80,Ola_Electric,Late-Stage
2022,3,India,EVs_Automotive,520,60,9,79,Ola_Electric,Late-Stage
2022,4,India,EVs_Automotive,600,65,9,82,Ola_Electric,Late-Stage
2023,1,India,EVs_Automotive,650,68,10,85,Ola_Electric,Late-Stage
2023,2,India,EVs_Automotive,700,70,10,88,Ola_Electric,Late-Stage
2023,3,India,EVs_Automotive,680,69,10,86,Ola_Electric,Late-Stage
2023,4,India,EVs_Automotive,750,72,10,90,Ola_Electric,Late-Stage
2024,1,India,EVs_Automotive,800,75,11,92,Ola_Electric,Late-Stage
2024,2,India,EVs_Automotive,850,78,11,94,Ola_Electric,Late-Stage
2024,3,India,EVs_Automotive,820,76,11,93,Ola_Electric,Late-Stage
2024,4,India,EVs_Automotive,900,80,11,95,Ola_Electric,Late-Stage
2025,1,India,EVs_Automotive,950,82,12,96,Ola_Electric,Late-Stage
2025,2,India,EVs_Automotive,1000,85,12,97,Ola_Electric,Late-Stage
2025,3,India,EVs_Automotive,980,83,12,96,Ola_Electric,Late-Stage
2025,4,India,EVs_Automotive,1050,88,12,98,Ola_Electric,Late-Stage
2026,1,India,EVs_Automotive,1100,90,12,98,Ola_Electric,Late-Stage
2026,2,India,EVs_Automotive,1150,92,13,99,Ola_Electric,Late-Stage
2026,3,India,EVs_Automotive,1120,91,12,98,Ola_Electric,Late-Stage
2026,4,India,EVs_Automotive,1200,95,13,99,Ola_Electric,Late-Stage
2027,1,India,EVs_Automotive,1250,98,13,99,Ola_Electric,Late-Stage
2027,2,India,EVs_Automotive,1300,100,13,100,Ola_Electric,Late-Stage
2027,3,India,EVs_Automotive,1280,99,13,99,Ola_Electric,Late-Stage
2027,4,India,EVs_Automotive,1350,102,13,100,Ola_Electric,Late-Stage
2010,1,USA,Semiconductors,300,15,20,10,Intel,Early-Stage
2010,2,USA,Semiconductors,320,16,20,12,Intel,Early-Stage
2010,3,USA,Semiconductors,280,14,20,10,Intel,Early-Stage
2010,4,USA,Semiconductors,350,17,21,14,Intel,Early-Stage
2011,1,USA,Semiconductors,400,18,22,16,Intel,Early-Stage
2011,2,USA,Semiconductors,450,20,23,18,Intel,Early-Stage
2011,3,USA,Semiconductors,420,19,22,17,Intel,Early-Stage
2011,4,USA,Semiconductors,500,22,23,20,Intel,Growth
2012,1,USA,Semiconductors,550,24,23,22,Intel,Growth
2012,2,USA,Semiconductors,600,26,23,25,Intel,Growth
2012,3,USA,Semiconductors,580,25,23,23,Intel,Growth
2012,4,USA,Semiconductors,650,28,23,28,Intel,Growth
2013,1,USA,Semiconductors,700,30,23,30,Intel,Growth
2013,2,USA,Semiconductors,750,32,23,32,Intel,Growth
2013,3,USA,Semiconductors,720,31,23,31,Intel,Growth
2013,4,USA,Semiconductors,800,34,24,35,Intel,Growth
2014,1,USA,Semiconductors,850,36,24,38,Intel,Growth
2014,2,USA,Semiconductors,900,38,24,40,Intel,Growth
2014,3,USA,Semiconductors,880,37,24,39,Intel,Growth
2014,4,USA,Semiconductors,950,40,24,42,Intel,Growth
2015,1,USA,Semiconductors,1000,42,24,45,Intel,Growth
2015,2,USA,Semiconductors,1050,44,24,48,Intel,Growth
2015,3,USA,Semiconductors,1020,43,24,46,Intel,Growth
2015,4,USA,Semiconductors,1100,46,24,50,Intel,Late-Stage
2016,1,USA,Semiconductors,1200,48,25,52,Intel,Late-Stage
2016,2,USA,Semiconductors,1300,50,26,55,Intel,Late-Stage
2016,3,USA,Semiconductors,1250,49,26,53,Intel,Late-Stage
2016,4,USA,Semiconductors,1400,52,27,58,Intel,Late-Stage
2017,1,USA,Semiconductors,1500,55,27,60,Intel,Late-Stage
2017,2,USA,Semiconductors,1600,58,28,62,Intel,Late-Stage
2017,3,USA,Semiconductors,1550,56,28,61,Intel,Late-Stage
2017,4,USA,Semiconductors,1700,60,28,65,Intel,Late-Stage
2018,1,USA,Semiconductors,1800,62,29,68,Intel,Late-Stage
2018,2,USA,Semiconductors,1900,65,29,70,Intel,Late-Stage
2018,3,USA,Semiconductors,1850,63,29,69,Intel,Late-Stage
2018,4,USA,Semiconductors,2000,68,29,72,Intel,Late-Stage
2019,1,USA,Semiconductors,2100,70,30,75,Intel,Late-Stage
2019,2,USA,Semiconductors,2200,72,31,78,Intel,Late-Stage
2019,3,USA,Semiconductors,2150,71,30,76,Intel,Late-Stage
2019,4,USA,Semiconductors,2300,75,31,80,Intel,Late-Stage
2020,1,USA,Semiconductors,2400,78,31,82,Intel,Late-Stage
2020,2,USA,Semiconductors,2500,80,31,85,Intel,Late-Stage
2020,3,USA,Semiconductors,2450,79,31,83,Intel,Late-Stage
2020,4,USA,Semiconductors,2600,82,32,88,Intel,Late-Stage
2021,1,USA,Semiconductors,2800,85,33,90,Intel,Late-Stage
2021,2,USA,Semiconductors,3000,88,34,92,Intel,Late-Stage
2021,3,USA,Semiconductors,2900,86,34,91,Intel,Late-Stage
2021,4,USA,Semiconductors,3200,90,36,94,Intel,Late-Stage
2022,1,USA,Semiconductors,3400,92,37,95,Intel,Late-Stage
2022,2,USA,Semiconductors,3600,95,38,96,Intel,Late-Stage
2022,3,USA,Semiconductors,3500,93,38,95,Intel,Late-Stage
2022,4,USA,Semiconductors,3800,98,39,97,Intel,Late-Stage
2023,1,USA,Semiconductors,4000,100,40,98,Intel,Late-Stage
2023,2,USA,Semiconductors,4200,102,41,98,Intel,Late-Stage
2023,3,USA,Semiconductors,4100,101,41,98,Intel,Late-Stage
2023,4,USA,Semiconductors,4400,105,42,99,Intel,Late-Stage
2024,1,USA,Semiconductors,4600,108,43,99,Intel,Late-Stage
2024,2,USA,Semiconductors,4800,110,44,99,Intel,Late-Stage
2024,3,USA,Semiconductors,4700,109,43,99,Intel,Late-Stage
2024,4,USA,Semiconductors,5000,112,45,100,Intel,Late-Stage
2025,1,USA,Semiconductors,5200,115,45,100,Intel,Late-Stage
2025,2,USA,Semiconductors,5400,118,46,100,Intel,Late-Stage
2025,3,USA,Semiconductors,5300,116,46,100,Intel,Late-Stage
2025,4,USA,Semiconductors,5600,120,47,100,Intel,Late-Stage
2026,1,USA,Semiconductors,5800,122,48,100,Intel,Late-Stage
2026,2,USA,Semiconductors,6000,125,48,100,Intel,Late-Stage
2026,3,USA,Semiconductors,5900,123,48,100,Intel,Late-Stage
2026,4,USA,Semiconductors,6200,128,48,100,Intel,Late-Stage
2027,1,USA,Semiconductors,6400,130,49,100,Intel,Late-Stage
2027,2,USA,Semiconductors,6600,132,50,100,Intel,Late-Stage
2027,3,USA,Semiconductors,6500,131,50,100,Intel,Late-Stage
2027,4,USA,Semiconductors,6800,135,50,100,Intel,Late-Stage
2010,1,China,Semiconductors,15,3,5,3,SMIC,Early-Stage
2010,2,China,Semiconductors,18,3,6,4,SMIC,Early-Stage
2010,3,China,Semiconductors,12,2,6,3,SMIC,Early-Stage
2010,4,China,Semiconductors,20,4,5,5,SMIC,Early-Stage
2011,1,China,Semiconductors,25,5,5,6,SMIC,Early-Stage
2011,2,China,Semiconductors,30,6,5,8,SMIC,Early-Stage
2011,3,China,Semiconductors,28,5,6,7,SMIC,Early-Stage
2011,4,China,Semiconductors,35,7,5,10,SMIC,Early-Stage
2012,1,China,Semiconductors,40,8,5,12,SMIC,Early-Stage
2012,2,China,Semiconductors,45,9,5,14,SMIC,Early-Stage
2012,3,China,Semiconductors,42,8,5,13,SMIC,Early-Stage
2012,4,China,Semiconductors,50,10,5,16,SMIC,Early-Stage
2013,1,China,Semiconductors,55,11,5,18,SMIC,Early-Stage
2013,2,China,Semiconductors,60,12,5,20,SMIC,Early-Stage
2013,3,China,Semiconductors,58,11,5,19,SMIC,Early-Stage
2013,4,China,Semiconductors,65,13,5,22,SMIC,Early-Stage
2014,1,China,Semiconductors,70,14,5,25,SMIC,Early-Stage
2014,2,China,Semiconductors,80,16,5,28,SMIC,Early-Stage
2014,3,China,Semiconductors,75,15,5,26,SMIC,Early-Stage
2014,4,China,Semiconductors,90,18,5,30,SMIC,Growth
2015,1,China,Semiconductors,100,20,5,32,SMIC,Growth
2015,2,China,Semiconductors,120,24,5,35,SMIC,Growth
2015,3,China,Semiconductors,110,22,5,33,SMIC,Growth
2015,4,China,Semiconductors,140,28,5,38,SMIC,Growth
2016,1,China,Semiconductors,180,32,6,42,SMIC,Growth
2016,2,China,Semiconductors,220,36,6,45,SMIC,Growth
2016,3,China,Semiconductors,200,34,6,43,SMIC,Growth
2016,4,China,Semiconductors,260,40,7,48,SMIC,Growth
2017,1,China,Semiconductors,320,45,7,52,SMIC,Growth
2017,2,China,Semiconductors,380,50,8,55,SMIC,Growth
2017,3,China,Semiconductors,350,48,7,53,SMIC,Growth
2017,4,China,Semiconductors,450,55,8,58,SMIC,Late-Stage
2018,1,China,Semiconductors,520,60,9,60,SMIC,Late-Stage
2018,2,China,Semiconductors,600,65,9,62,SMIC,Late-Stage
2018,3,China,Semiconductors,560,62,9,61,SMIC,Late-Stage
2018,4,China,Semiconductors,680,70,10,65,SMIC,Late-Stage
2019,1,China,Semiconductors,750,75,10,68,SMIC,Late-Stage
2019,2,China,Semiconductors,820,78,11,70,SMIC,Late-Stage
2019,3,China,Semiconductors,780,76,10,69,SMIC,Late-Stage
2019,4,China,Semiconductors,900,82,11,72,SMIC,Late-Stage
2020,1,China,Semiconductors,1000,85,12,75,SMIC,Late-Stage
2020,2,China,Semiconductors,1100,88,13,78,SMIC,Late-Stage
2020,3,China,Semiconductors,1050,86,12,76,SMIC,Late-Stage
2020,4,China,Semiconductors,1200,90,13,80,SMIC,Late-Stage
2021,1,China,Semiconductors,1400,95,15,82,SMIC,Late-Stage
2021,2,China,Semiconductors,1600,100,16,85,SMIC,Late-Stage
2021,3,China,Semiconductors,1500,98,15,83,SMIC,Late-Stage
2021,4,China,Semiconductors,1800,105,17,88,SMIC,Late-Stage
2022,1,China,Semiconductors,2000,110,18,90,SMIC,Late-Stage
2022,2,China,Semiconductors,2200,115,19,92,SMIC,Late-Stage
2022,3,China,Semiconductors,2100,112,19,91,SMIC,Late-Stage
2022,4,China,Semiconductors,2400,118,20,94,SMIC,Late-Stage
2023,1,China,Semiconductors,2600,120,22,95,SMIC,Late-Stage
2023,2,China,Semiconductors,2800,122,23,96,SMIC,Late-Stage
2023,3,China,Semiconductors,2700,121,22,95,SMIC,Late-Stage
2023,4,China,Semiconductors,3000,125,24,97,SMIC,Late-Stage
2024,1,China,Semiconductors,3200,128,25,98,SMIC,Late-Stage
2024,2,China,Semiconductors,3400,130,26,98,SMIC,Late-Stage
2024,3,China,Semiconductors,3300,129,26,98,SMIC,Late-Stage
2024,4,China,Semiconductors,3600,132,27,99,SMIC,Late-Stage
2025,1,China,Semiconductors,3800,135,28,99,SMIC,Late-Stage
2025,2,China,Semiconductors,4000,138,29,99,SMIC,Late-Stage
2025,3,China,Semiconductors,3900,136,29,99,SMIC,Late-Stage
2025,4,China,Semiconductors,4200,140,30,100,SMIC,Late-Stage
2026,1,China,Semiconductors,4400,142,31,100,SMIC,Late-Stage
2026,2,China,Semiconductors,4600,145,32,100,SMIC,Late-Stage
2026,3,China,Semiconductors,4500,143,31,100,SMIC,Late-Stage
2026,4,China,Semiconductors,4800,148,32,100,SMIC,Late-Stage
2027,1,China,Semiconductors,5000,150,33,100,SMIC,Late-Stage
2027,2,China,Semiconductors,5200,152,34,100,SMIC,Late-Stage
2027,3,China,Semiconductors,5100,151,34,100,SMIC,Late-Stage
2027,4,China,Semiconductors,5400,155,35,100,SMIC,Late-Stage
2010,1,India,Semiconductors,1,1,1,1,CDIL,Early-Stage
2010,2,India,Semiconductors,2,1,2,1,CDIL,Early-Stage
2010,3,India,Semiconductors,1,1,1,1,CDIL,Early-Stage
2010,4,India,Semiconductors,3,1,3,2,CDIL,Early-Stage
2011,1,India,Semiconductors,4,1,4,2,CDIL,Early-Stage
2011,2,India,Semiconductors,5,1,5,3,CDIL,Early-Stage
2011,3,India,Semiconductors,3,1,3,2,CDIL,Early-Stage
2011,4,India,Semiconductors,6,2,3,4,CDIL,Early-Stage
2012,1,India,Semiconductors,8,2,4,5,CDIL,Early-Stage
2012,2,India,Semiconductors,10,2,5,6,CDIL,Early-Stage
2012,3,India,Semiconductors,8,2,4,5,CDIL,Early-Stage
2012,4,India,Semiconductors,12,3,4,8,CDIL,Early-Stage
2013,1,India,Semiconductors,15,3,5,10,CDIL,Early-Stage
2013,2,India,Semiconductors,18,4,5,12,CDIL,Early-Stage
2013,3,India,Semiconductors,16,3,5,11,CDIL,Early-Stage
2013,4,India,Semiconductors,20,4,5,14,CDIL,Early-Stage
2014,1,India,Semiconductors,25,5,5,16,CDIL,Early-Stage
2014,2,India,Semiconductors,30,6,5,18,CDIL,Early-Stage
2014,3,India,Semiconductors,28,5,6,17,CDIL,Early-Stage
2014,4,India,Semiconductors,35,7,5,20,CDIL,Early-Stage
2015,1,India,Semiconductors,40,8,5,22,CDIL,Early-Stage
2015,2,India,Semiconductors,45,9,5,25,CDIL,Early-Stage
2015,3,India,Semiconductors,42,8,5,23,CDIL,Early-Stage
2015,4,India,Semiconductors,50,10,5,28,CDIL,Early-Stage
2016,1,India,Semiconductors,55,11,5,30,CDIL,Early-Stage
2016,2,India,Semiconductors,60,12,5,32,CDIL,Early-Stage
2016,3,India,Semiconductors,58,11,5,31,CDIL,Early-Stage
2016,4,India,Semiconductors,65,13,5,35,CDIL,Early-Stage
2017,1,India,Semiconductors,70,14,5,38,CDIL,Early-Stage
2017,2,India,Semiconductors,80,16,5,42,CDIL,Early-Stage
2017,3,India,Semiconductors,75,15,5,40,CDIL,Early-Stage
2017,4,India,Semiconductors,85,17,5,45,CDIL,Growth
2018,1,India,Semiconductors,100,20,5,48,CDIL,Growth
2018,2,India,Semiconductors,120,24,5,50,CDIL,Growth
2018,3,India,Semiconductors,110,22,5,49,CDIL,Growth
2018,4,India,Semiconductors,140,28,5,52,CDIL,Growth
2019,1,India,Semiconductors,160,32,5,55,CDIL,Growth
2019,2,India,Semiconductors,180,36,5,58,CDIL,Growth
2019,3,India,Semiconductors,170,34,5,56,CDIL,Growth
2019,4,India,Semiconductors,200,40,5,60,CDIL,Growth
2020,1,India,Semiconductors,220,42,5,62,CDIL,Growth
2020,2,India,Semiconductors,240,44,5,65,CDIL,Growth
2020,3,India,Semiconductors,230,43,5,63,CDIL,Growth
2020,4,India,Semiconductors,260,46,6,68,CDIL,Growth
2021,1,India,Semiconductors,280,48,6,70,CDIL,Growth
2021,2,India,Semiconductors,300,50,6,72,CDIL,Growth
2021,3,India,Semiconductors,290,49,6,71,CDIL,Growth
2021,4,India,Semiconductors,320,52,6,75,CDIL,Growth
2022,1,India,Semiconductors,350,55,6,78,CDIL,Growth
2022,2,India,Semiconductors,380,58,7,80,CDIL,Growth
2022,3,India,Semiconductors,360,56,6,79,CDIL,Growth
2022,4,India,Semiconductors,400,60,7,82,CDIL,Growth
2023,1,India,Semiconductors,420,62,7,85,CDIL,Growth
2023,2,India,Semiconductors,450,65,7,88,CDIL,Growth
2023,3,India,Semiconductors,430,63,7,86,CDIL,Growth
2023,4,India,Semiconductors,480,68,7,90,CDIL,Late-Stage
2024,1,India,Semiconductors,500,70,7,92,CDIL,Late-Stage
2024,2,India,Semiconductors,530,72,7,94,CDIL,Late-Stage
2024,3,India,Semiconductors,520,71,7,93,CDIL,Late-Stage
2024,4,India,Semiconductors,560,75,7,95,CDIL,Late-Stage
2025,1,India,Semiconductors,600,78,8,96,CDIL,Late-Stage
2025,2,India,Semiconductors,650,80,8,97,CDIL,Late-Stage
2025,3,India,Semiconductors,620,79,8,96,CDIL,Late-Stage
2025,4,India,Semiconductors,700,82,9,98,CDIL,Late-Stage
2026,1,India,Semiconductors,750,85,9,98,CDIL,Late-Stage
2026,2,India,Semiconductors,800,88,9,99,CDIL,Late-Stage
2026,3,India,Semiconductors,780,86,9,98,CDIL,Late-Stage
2026,4,India,Semiconductors,850,90,9,99,CDIL,Late-Stage
2027,1,India,Semiconductors,900,92,10,99,CDIL,Late-Stage
2027,2,India,Semiconductors,950,95,10,100,CDIL,Late-Stage
2027,3,India,Semiconductors,920,93,10,99,CDIL,Late-Stage
2027,4,India,Semiconductors,1000,98,10,100,CDIL,Late-Stage
